Type,Mentions,Date,Media,Influencer,Sentiment
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:35,Twitter,@putriferdaynti (putri),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:35,Twitter,@marvercas (Vero ÃÂ°ÃÂÃÂÃÂ¥),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:35,Twitter,@TeguhPr24426340 (jack),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:34,Twitter,@NurulAf75374492 (Fii),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:34,Twitter,@SatriaPegassus (Prestasi Nyinyir & HOAX),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:33,Twitter,@AdistyAR (Adisty Anissa Rizanty),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:32,Twitter,@Bhawe86 (De bhawe),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:32,Twitter,@fifiandaa (Fianda Suci Mulia),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:30,Twitter,@3Macan_geli (Ayu Giman),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:30,Twitter,@hendraobeng (Hendra . P),pre-elastic
reply, hahaha,12/2/2018 23:30,Twitter,@OIdealis (Oscar Sang IDEALIS),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:29,Twitter,@DamarKencana8 (Damar Kencana),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:29,Twitter,@putrifabiolaaa (Putri),pre-elastic
reply, hahaha,12/2/2018 23:28,Twitter,@KeiraRo78425216 (Keira Rose),pre-elastic
mention, presiden tempuh normal jam,12/2/2018 23:27,Twitter,@Riana_Doelia (Riana Doelia),pre-elastic
reply, nice,12/2/2018 23:24,Twitter,@Venom18476403 (Venom),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:23,Twitter,@Nebukadnezar88 (#1PeriodeLagiUntukIndonesiaKerja),pre-elastic
reply, kader demokrat smart untuk ahy sangat mudah memahami sikap sby tidak,12/2/2018 23:23,Twitter,@nuranissasalsa2 (nuranissa salsabila),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:22,Twitter,@akun_easy (easy going),pre-elastic
rt, car free day des,12/2/2018 23:20,Twitter,@Fsilolongan (Roccuzzo),pre-elastic
mention, saya tau wikipedia axl rose ngirim surat jokowi tahun kritik hukuman mati bali nine,12/2/2018 23:20,Twitter,@sanjayanuriman (Rengga Sanjaya N),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:20,Twitter,@nganuism (Wijang.),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:20,Twitter,@harylind (Lindawati Harjono),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:18,Twitter,@natadiningrat99 (Kenhans),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:18,Twitter,@MagetanTeam (EGAliteR),pre-elastic
mention, top jokowi status guru honorer pns,12/2/2018 23:18,Twitter,@damar20022017 (AHOKGAKBUTUHAGUS),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:17,Twitter,@rizarif79 (#SangGerilyawan(SANGGAJOKOWI)),pre-elastic
mention, i wish jokowi presiden forever he best one ever,12/2/2018 23:17,Twitter,@msa_sarah (MsaSarah),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:16,Twitter,@ronald79870377 (ronald),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:16,Twitter,@nathan_3084 (Big Joe Sid),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:16,Twitter,@FransiscaKwee (Sisca),pre-elastic
reply, jokowi suka muda fresh semoga jokowi periode andika perkasa,12/2/2018 23:15,Twitter,@AbdiTono (tono abdi nagara),pre-elastic
rt, dec then called about more than million muslims protested,12/2/2018 23:15,Twitter,@ispil07 (khairul fajri),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:12,Twitter,@osisSMKN11 (OSIS SMK N 11 SMG),pre-elastic
rt, car free day des,12/2/2018 23:12,Twitter,@BagongKusumo (Bagong Kusumo),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:11,Twitter,@iman_ramadhan (Tb. M. Iman Ramadhan),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:09,Twitter,@JayWibowo_ (retno wibowo j.n),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:09,Twitter,@rippedheart121 (Septi ÃÂ°ÃÂÃÂÃÂ§),pre-elastic
rt, car free day des,12/2/2018 23:08,Twitter,@pasar_iko (walangkeke),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:07,Twitter,@carolineazaria (Caroline),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:06,Twitter,@Minanggg23 (ANGGIE MS),pre-elastic
reply, tv oon tidak fair karena pemiliknya sudah dukung jokowi tapi nyiarin berita2,12/2/2018 23:06,Twitter,@rick_firm (Ricky Firmansyah),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:06,Twitter,@sekokampung (londo),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:05,Twitter,@LiebRedArmy (Lieb R),pre-elastic
reply, gentle tidak sepenuhnya salah lihat saja persatu,12/2/2018 23:05,Twitter,@sugandi_h24 (Hamim sugandi),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:04,Twitter,@bayubowo24 (Bayu Prabowo),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:02,Twitter,@resolesmayo (charÃÂ°ÃÂÃÂÃÂ¸),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:01,Twitter,@dwisetiawan_stw (Dwi Setiawan),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:01,Twitter,@tastyshoulder12 (pororoÃÂ°ÃÂÃÂÃÂ§//GAÃÂ°ÃÂÃÂÃÂ),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:01,Twitter,@andri811 (Andri Pasaribu),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 23:00,Twitter,@ri_asy (Hasyim Asy'ri),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:58,Twitter,@othonks (FDJ. Indra Kurniawan),pre-elastic
reply, biarin bro gpp jk action nunggu jokowi yaa keburu,12/2/2018 22:58,Twitter,@fikramjamil2 (fikramjamil),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:57,Twitter,@pasar_iko (walangkeke),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:57,Twitter,@nursyaaa13 (sya!),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:56,Twitter,@Desuta24 (Desuta),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:56,Twitter,@sekarrrmayang (Mayang),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:56,Twitter,@mdelani (miranda),pre-elastic
rt, prof yusril mengkritik jokowi garangnya main,12/2/2018 22:55,Twitter,@Syabasyar (Syabri B),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:54,Twitter,@annaYesi (Anastasia Yesi Karina),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:54,Twitter,@iam_abimanyu (iam abimanyu),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:53,Twitter,@Chrisna261266 (Chrisna),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:53,Twitter,@ajengsap (AJENG),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:53,Twitter,@candranian (Candranian ibhe),pre-elastic
reply, hahaha pertanda jokowi periode sitindaon hahaha berkordinasi,12/2/2018 22:53,Twitter,@BoladdaM (Boladda M),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:53,Twitter,@RumahJokowi (Rumah Jokowi),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:52,Twitter,@dsyongs (Desya Putri Ariella),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:51,Twitter,@Kukuh02919622 (Kukuh),pre-elastic
rt, car free day des,12/2/2018 22:51,Twitter,@FAUZINASTY2 (@FAUZINASTY),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:51,Twitter,@AkhmadKusairi7 (Akhmad Kusairi),pre-elastic
rt, prof yusril mengkritik jokowi garangnya main,12/2/2018 22:51,Twitter,@Britamadamanik1 (DeardoBritamaDamanik),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:50,Twitter,@ratpurba (1ÃÂ¯ÃÂ¸ÃÂÃÂ¢ÃÂÃÂ£Jokowi2ÃÂ¯ÃÂ¸ÃÂÃÂ¢ÃÂÃÂ£Periode),pre-elastic
reply, tidak pilih jokowi bro hahaha tuhan maha baik memilih presiden peduli,12/2/2018 22:50,Twitter,@BoladdaM (Boladda M),pre-elastic
reply, maaf setuju berbeda smart,12/2/2018 22:50,Twitter,@Jason7andre (Doni),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:49,Twitter,@bima61454083 (bima),pre-elastic
reply, biarin bro gpp jk action nunggu jokowi yaa keburu,12/2/2018 22:49,Twitter,@fahrilghali23 (Fahril Ghali),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:49,Twitter,@sestri_g (Sestri_G Francisca),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:48,Twitter,@ronn_512 (ronn patinasroni),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:48,Twitter,@ayurizkiyani07 (Ayu Rizkiyani),pre-elastic
rt, wajah kawasan gelanggang olahraga karno modern indah nyaman ruang warga,12/2/2018 22:47,Twitter,@era_madridista (Era Defgan),pre-elastic
