Type,Mentions,Date,Media,Sentiment,Influencer
rt, birarin enggak diundang acara jokowi undang rakyat indonesia presiden indonesia,12/1/2018 23:54,Twitter,-1,@veraagustian_ (ÃƒÂ°Ã‚ÂŸÃ‚Â‡Ã‚Â®ÃƒÂ°Ã‚ÂŸÃ‚Â‡Ã‚Â©ANAK KAMPUNG BAU LISUNG)
rt, bakamla fayakhun dikenalkan orang ngaku keluarga jokowi,12/1/2018 23:54,Twitter,-1,@kokorobet0407 (Koko)
mention, presiden ku keren bangga akutu bocimijokowibikinhepi,12/1/2018 23:53,Twitter,-1,@yudhaadipu (yudhaadip)
reply, targetnya salah satunya ya yakult pulang solo,12/1/2018 23:53,Twitter,-1,@Melaratmasbroo (#RakyatJelata)
rt, bingkisan diembat topeng dicampakan,12/1/2018 23:53,Twitter,-1,@dhadeks (MataÃƒÂ°Ã‚ÂŸÃ‚Â’Ã‚Â²)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:53,Twitter,-1,@Aprizone4 (Aprizone)
rt, korupsi lingkar keluarga presiden jokowi,12/1/2018 23:53,Twitter,-1,@whysato2 (P' we)
rt, korupsi lingkar keluarga presiden jokowi,12/1/2018 23:53,Twitter,-1,@whysato2 (P' we)
rt, saudaraku,12/1/2018 23:53,Twitter,-1,@wahid_sadhig (wahids heryawan)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:53,Twitter,-1,@Syihabuddin85 (Syihabuddin)
mention, dukungan tau hasil kerja nyata hoax si wowo,12/1/2018 23:53,Twitter,-1,@fitrakurniansy2 (Fitra Kurniansyah)
mention, desa hebat indonesia kuat jokowimembangundesa,12/1/2018 23:52,Twitter,-1,@WageyRyan (Ryan Wagey)
mention, presiden ku keren bangga akutu bocimijokowibikinhepi,12/1/2018 23:51,Twitter,-1,@tulus_budi_l732 (Tulus Budi Lestari)
rt, part,12/1/2018 23:51,Twitter,-1,@wahid_sadhig (wahids heryawan)
reply, emng tidak nyadar bohongin,12/1/2018 23:51,Twitter,-1,@2_kivlan (Prabowo-sandi)
rt, ya allah merdu suara jokowi menyanyikan lagu jaenudin na ciro,12/1/2018 23:51,Twitter,-1,@kokorobet0407 (Koko)
rt, saudaraku,12/1/2018 23:51,Twitter,-1,@DjogjaMizan (Mizan Djogja)
rt, saudaraku,12/1/2018 23:50,Twitter,-1,@Bang_Bonaa (Bang Bona)
mention, presidenku keren bangga bocimijokowibikinhepi,12/1/2018 23:50,Twitter,-1,@jatengnews_ (JATENG NEWS)
reply, iwan sudah membaca peta politik kalau kalah netral,12/1/2018 23:50,Twitter,-1,@Adra_masbagik (ÃƒÂ¢Ã‚ÂœÃ‚ÂŒÃƒÂ¯Ã‚Â¸Ã‚ÂNewHOPEÃƒÂ¢Ã‚ÂœÃ‚ÂŒÃƒÂ¯Ã‚Â¸Ã‚Â02 ÃƒÂ¢Ã‚ÂœÃ‚ÂŒÃƒÂ¯Ã‚Â¸Ã‚Â)
rt, jokowimembangundesa,12/1/2018 23:49,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, mulaidaridesa danadesa,12/1/2018 23:49,Twitter,-1,@Doniyul47893349 (Doni yulianto)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:49,Twitter,-1,@Rawarontek_101 (BinHass)
reply, ahok tidak menghina menghina orang orang islam,12/1/2018 23:49,Twitter,-1,@ariaadinata (Aria Adinata)
rt, jokowimembangundesa,12/1/2018 23:49,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, jokowimembangundesa,12/1/2018 23:49,Twitter,-1,@ZenaZen18457217 (Zena Zena)
mention, berhenti sampe situ nggak dibawah dikasihtau pencapaian2 kepemimpinan,12/1/2018 23:49,Twitter,-1,@sahzawani (Nur Sahzawani)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, presiden jokowi pemerintah prioritas,12/1/2018 23:48,Twitter,-1,@dani_firdauss (dani firdaus)
mention, lagu keren anak2 smu presiden,12/1/2018 23:48,Twitter,-1,@KeiraYayu (Yayu Keira)
rt, presiden jokowi selamat ulang korpri segenap anggota korpri,12/1/2018 23:48,Twitter,-1,@dani_firdauss (dani firdaus)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, part,12/1/2018 23:48,Twitter,-1,@Biawak_Buas (#SERDADU_FALS)
rt, presiden jokowi mengaku kadang sangat sedih berkembang media sosial,12/1/2018 23:48,Twitter,-1,@dani_firdauss (dani firdaus)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, birarin enggak diundang acara jokowi undang rakyat indonesia presiden indonesia,12/1/2018 23:48,Twitter,-1,@Biawak_Buas (#SERDADU_FALS)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, hallo,12/1/2018 23:48,Twitter,-1,@nichosetyo (Nicho Dwisetyo)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
rt, jokowimembangundesa,12/1/2018 23:48,Twitter,-1,@ZenaZen18457217 (Zena Zena)
mention, bunga mawar bunga melati debat bubar pilih jokowi,12/1/2018 23:47,Twitter,-1,@ikutjokowimaruf (Pilih Jokowi Ma'ruf)
mention, jokowi berat beban keluarga terdampak bencana msih,12/1/2018 23:47,Twitter,-1,@GAsriandari (Givan Asriandari)
rt, kampret suka teriak nagih janji buy back indosat kuasai grup,12/1/2018 23:47,Twitter,-1,@FerryExpose (numpang lewat)
rt, bahar benci presiden jokowi,12/1/2018 23:47,Twitter,-1,@klimis_adi (adi klimis)
mention, kawan2 hiraukan pasukan golput cuitanya memojokan pasangan capres cawapres jokowi hk,12/1/2018 23:47,Twitter,-1,@putri_gesta (Gesta Putri)
mention, kawan2 hiraukan pasukan golput cuitanya memojokan pasangan capres cawapres jokowi hk,12/1/2018 23:47,Twitter,-1,@SosialF (sosial freedom)
mention, sumringah yim berbinar nyatakan dukungan,12/1/2018 23:47,Twitter,-1,@zoomtvid (ZOOMTV ID)
reply, enya leres pisan samping eta teh urang sunda oge kudu pinter ulah sok,12/1/2018 23:46,Twitter,-1,@leoandalusialeo (pejuang cinta)
rt, hutang menggila era presiden jokowi rasionya pdb,12/1/2018 23:45,Twitter,-1,@Syamsud41732201 (Syamsuddin)
rt, tempe khot,12/1/2018 23:45,Twitter,-1,@dewaanditopan (andi agustin)
rt, birarin enggak diundang acara jokowi undang rakyat indonesia presiden indonesia,12/1/2018 23:45,Twitter,-1,@sygma02139 (sygma02139)
rt, birarin enggak diundang acara jokowi undang rakyat indonesia presiden indonesia,12/1/2018 23:45,Twitter,-1,@Pasaribu201 (Pasaribu20)
rt, ketua parmusi mundur pa pendukung jokowi,12/1/2018 23:45,Twitter,-1,@kokorobet0407 (Koko)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:45,Twitter,-1,@sanpelangi (RaInBoW)
rt, habib bahar enggan maaf presiden jokowi,12/1/2018 23:44,Twitter,-1,@yswandi ((4C)yswandi)
rt, berpolitik perjuangkan,12/1/2018 23:44,Twitter,-1,@ca_amirasandra (Sandra Amira)
mention, prestasi jokowi walikota gubernur presiden tercatat sangat baik blusukan,12/1/2018 23:43,Twitter,-1,@Perwita_SuciP (Perwita Suci)
rt, bingkisan diembat topeng dicampakan,12/1/2018 23:42,Twitter,-1,@mpuanon (MpuAnon)
mention, tutup mata proyek strategis diselesaikan pakde,12/1/2018 23:42,Twitter,-1,@ArasalsaAzzahra (Salsa Azzahra)
reply, prabowo kalah sby karena lawan berat kalah jokowi karena rakyat,12/1/2018 23:42,Twitter,-1,@FarhanS84313579 (Farhan Septian)
rt, part,12/1/2018 23:41,Twitter,-1,@samsudinruswan1 (samsudinruswandi)
rt, bahar benci presiden jokowi,12/1/2018 23:40,Twitter,-1,@Sangadj49570204 (Sangadji)
rt, saudaraku,12/1/2018 23:40,Twitter,-1,@Namaku_Mei (mei Amoy kecil  ÃƒÂ¤Ã‚Â»Ã‚Â–ÃƒÂ¥Ã‚Â¾Ã‚ÂˆÃƒÂ§Ã‚Â±Ã‚Â³ÃƒÂ¥Ã‚Â…Ã‚Â°kampert sontoloyo)
reply, lakala wakalakata ilabilila,12/1/2018 23:40,Twitter,-1,@Tahseeners (Moosafeer)
reply, jokowi alumni ugm,12/1/2018 23:39,Twitter,-1,@goesstama (Goesstama)
rt, sudah jangan2 uang jadupnya dijanjikan ems tertahan pemerintahan jokowi dendam,12/1/2018 23:39,Twitter,-1,@Sangadj49570204 (Sangadji)
rt, jokowi resmikan tol bocimi mangkrak via,12/1/2018 23:39,Twitter,-1,@erlangga10 (Nico Rentrans)
rt, bingkisan diembat topeng dicampakan,12/1/2018 23:38,Twitter,-1,@toranaga3000 (ÃƒÂ£Ã‚ÂƒÃ‚ÂˆÃƒÂ£Ã‚ÂƒÃ‚Â©ÃƒÂ£Ã‚ÂƒÃ‚Â¼ÃƒÂ£Ã‚ÂƒÃ‚ÂŠÃƒÂ£Ã‚Â‚Ã‚Â¬)
rt, ya allah merdu suara jokowi menyanyikan lagu jaenudin na ciro,12/1/2018 23:38,Twitter,-1,@Bendi39241665 (Bendi)
rt, jokowi resmikan tol bocimi mangkrak,12/1/2018 23:38,Twitter,-1,@erlangga10 (Nico Rentrans)
rt, habib bahar enggan maaf presiden jokowi,12/1/2018 23:38,Twitter,-1,@Namaku_Mei (mei Amoy kecil  ÃƒÂ¤Ã‚Â»Ã‚Â–ÃƒÂ¥Ã‚Â¾Ã‚ÂˆÃƒÂ§Ã‚Â±Ã‚Â³ÃƒÂ¥Ã‚Â…Ã‚Â°kampert sontoloyo)
rt, jokowimembangundesa,12/1/2018 23:38,Twitter,-1,@muhammadkafid5 (muhammad kafid)
mention, terima kasih pa perencanaan pembangunan jalan tol selesai pengerjaan era pa,12/1/2018 23:37,Twitter,-1,@UjangHendar4 (Ujang Hendar)
reply, cocotmu le anak cina no bunuh jokowi kamu mingkem anjing kamu,12/1/2018 23:37,Twitter,-1,@as_pmas (#spesiesManusia)
reply, tol jokowi,12/1/2018 23:37,Twitter,-1,@hilal91549594 (Kardus Bungkus Boneka)
rt, tidak ragukan sosok presiden indonesia periode,12/1/2018 23:37,Twitter,-1,@abdrahmn222 (@AbdRahmn)
rt, selamat pagi kawankabinet,12/1/2018 23:37,Twitter,-1,@SuaraGang (#kamijokowi)
reply, wajarlah kelompok pengangguran menang kelompok jokowi lagi sibuk kerja jadi tidak main poling2an,12/1/2018 23:36,Twitter,-1,@isal_faisal1976 (menyon)
rt, bingkisan diembat topeng dicampakan,12/1/2018 23:36,Twitter,-1,@apaijali (Jali)
rt, tol diresmikan jokowi mangkrak,12/1/2018 23:36,Twitter,-1,@gitamarindra (Ta)
rt, ya allah merdu suara jokowi menyanyikan lagu jaenudin na ciro,12/1/2018 23:36,Twitter,-1,@raha169 (putra raha)
rt, birarin enggak diundang acara jokowi undang rakyat indonesia presiden indonesia,12/1/2018 23:36,Twitter,-1,@Manusiaseteng19 (AntiHoax)
rt, bingkisan diembat topeng dicampakan,12/1/2018 23:36,Twitter,-1,@ronizen_234 (Roni Zen)
mention, jokowi takes pictures with teachers national day,12/1/2018 23:36,Twitter,-1,@AntaranewsEn (Antaranews English)
rt, bahar benci presiden jokowi,12/1/2018 23:35,Twitter,-1,@BoejangNoerdin (Boejang Noerdin)
rt, jorok iih suka mkn taiknya ahox hihihi,12/1/2018 23:35,Twitter,-1,@batarapras (Batara)
reply, jokowi tidak diakui,12/1/2018 23:35,Twitter,-1,@DedeMaun9 (dd)
reply, efek,12/1/2018 23:35,Twitter,-1,@Midjan_La (Cebong Pinggiran)
rt, kemarin presiden jokowi membaca alfatihah rendahkan,12/1/2018 23:35,Twitter,-1,@drosantoz (Hendro Susanto)
rt, nenek sangat pendukung prabowo tidak memilih jokowi,12/1/2018 23:35,Twitter,-1,@bubartz (Bayu)
rt, presiden bermunculan sayang tidak,12/1/2018 23:34,Twitter,-1,@ArifRFauzi (Arif Rachman Fauzi)
reply, dorong pembangunan disegani asing,12/1/2018 23:34,Twitter,-1,@AmeliaTurina (Turina Amelia)
rt, iklan khong guan jokowi menang piala citra pariwara,12/1/2018 23:34,Twitter,-1,@rona_damra (Ronasari Yulandya D)
rt, enak zaman,12/1/2018 23:34,Twitter,-1,@Muhamma32686384 (Sano)
reply, biaso diluar yo wo hehe,12/1/2018 23:34,Twitter,-1,@Ery_Junaidi (Ery Junaidi)
reply, terimakasih aparat negara sipil militer polisi palu keras tidak,12/1/2018 23:34,Twitter,-1,@alwa_nadila (Alwa Nadila)
mention, masyarakat papua sangat senang pembagian sertipikat tanah gratis jokowi,12/1/2018 23:34,Twitter,-1,@NWisabla (Nikolaus Wisabla)
reply, coba baca pahami informasinya lihat judul langsung berprasangka buruk,12/1/2018 23:34,Twitter,-1,@ahmad_rifai773 (Ahmad Rifai)
rt, ya allah merdu suara jokowi menyanyikan lagu jaenudin na ciro,12/1/2018 23:34,Twitter,-1,@kuncoroherman4 (theplack ngonoh)
rt, presiden menghadiri acara penyerahan sertifikat tanah kab bogor jabar,12/1/2018 23:34,Twitter,-1,@newagestein (D'CHEBONGERS)
reply, negara sangat menghormati memuliakan guru sangat nyata kemajuan peradabannya,12/1/2018 23:34,Twitter,-1,@ekowahyusanto17 (ekowahyusantoso78)
mention, hadiri reuni besok,12/1/2018 23:34,Twitter,-1,@andri000me_2 (M Andri Gunawan Berita)
rt, presiden menghadiri acara penyerahan sertifikat tanah kab bogor jabar,12/1/2018 23:34,Twitter,-1,@btsalomo (Menolak Lupa ...)
mention, jalan tol diresmikan presiden sabtu siang iya sabtu jokowi meresmikan bocimijokowibikinhepi,12/1/2018 23:34,Twitter,-1,@citrafransi_ka (Citra Fransiska)
reply, kn kerjasama mas izin spesifikasi ny kn sesuai pupr emang kenapa kalau swasta mas,12/1/2018 23:34,Twitter,-1,@aditya_aksa (Aditya aksa)
mention, guru profesi mulia diganti mesin secanggih apapun,12/1/2018 23:34,Twitter,-1,@demokrasionline (DEMOKRASI)
reply, jarang baca pencerahan tidak gagal paham,12/1/2018 23:34,Twitter,-1,@oliviaaini1 (Olivia Aini)
rt, presiden bermunculan sayang tidak,12/1/2018 23:34,Twitter,-1,@Ag_Noegroho (Ag_Noegroho)
rt, presiden jokowi resmikan tol bocimi seksi i,12/1/2018 23:34,Twitter,-1,@hendrikk168 (#GabenerSaracen)
reply, presiden joko widodo berkomitmen membangun indonesia desa memperkuat perekonomian dengan,12/1/2018 23:34,Twitter,-1,@AffandiAlim (Alim Affandi)
rt, presiden bermunculan sayang tidak,12/1/2018 23:34,Twitter,-1,@fadli83809632 (Fadli Arema)
mention, keren ngebut bangun infrastruktur asyik menikmati lancarnya perjalanan,12/1/2018 23:34,Twitter,-1,@citrafransi_ka (Citra Fransiska)
reply, salah jokowi,12/1/2018 23:34,Twitter,-1,@aan9920 (aan 99)
mention, tim kampanye daerah garut menyayangkan tersebarnya surat penolakan kedatangan,12/1/2018 23:34,Twitter,-1,@K0RSAIND0NESIA (LegionS Ghost #BubarkanPKS)
reply, hebat hasil penyelidikan polisi bukti fakta dibil,12/1/2018 23:34,Twitter,-1,@AlhafizhRizki (Muhammad Rizki Alhafizh)
rt, presiden bermunculan sayang tidak,12/1/2018 23:34,Twitter,-1,@yusri_albima (Yusri Albima)
rt, part,12/1/2018 23:34,Twitter,-1,@Bonarispalang1 (#PeriksaDPT)
rt, bangsa jokowi tidak hadir acara bangsa bangsa,12/1/2018 23:34,Twitter,-1,@SyafmiltoM (obok obok)
rt, astagfirullah pertimbangan tidak undang jokowi karena beliau respect dianggap tidak,12/1/2018 23:34,Twitter,-1,@B1G_kaySae (ÃƒÂ’Ã‚ÂœÃƒÂŽÃ‚Â”ÃƒÂŽÃ‚Â G _ CIRÃƒÂŽÃ‚Â£ÃƒÂŽÃ‚Â G#ÃƒÂŽÃ‚Â²1GÃƒÂ’Ã‚Âœ4ÃƒÂŽÃ‚Â¨#ÃƒÂŽÃ‚Â ÃƒÂ’Ã‚ÂœRI ÃƒÂ¢Ã‚ÂÃ‚Â¤)
reply, mohon bantuan bu tolong msyrkt lemah berdaya,12/1/2018 23:34,Twitter,-1,@rizal_ermanto (Rizal Ermanto)
rt, salahnya dimana besok acara dihadiri kebanyakan pendukung probowo baik pendukung jokowi duduk,12/1/2018 23:34,Twitter,-1,@sonnysetia (soni setiawan)
rt, koalisi jokowi psi ingatkan farhat orde geser pancasila kekuasaan,12/1/2018 23:34,Twitter,-1,@yusri_albima (Yusri Albima)
rt, saya prihatin orang2 enggak puas pemerintah jokowi melacurkan logika nuraninya dengan,12/1/2018 23:34,Twitter,-1,@Haryismiranda (Hary Ismiranda)
mention, besok besoknya cerita bikin rakyat bahagia,12/1/2018 23:34,Twitter,-1,@BNurfaizi (Briyan Nurfaizi)
rt, fahri hamzah nilai jokowi menang hadiri reuni,12/1/2018 23:34,Twitter,-1,@MohamadFalah11 (FALAH)
mention, masyarakat papua sangat senang pembagian sertipikat tanah gratis jokowi,12/1/2018 23:34,Twitter,-1,@DeyalMarnu (Marnu Deyal)
rt, menko puan maharani mengaku kena omel presiden jokowi,12/1/2018 23:34,Twitter,-1,@AsepAbiSalman (Asep Hidayat Tuloh)
reply, omong kosong senang lihat jokowi sorakin teriakin,12/1/2018 23:34,Twitter,-1,@MohamadFalah11 (FALAH)
mention, aroma,12/1/2018 23:34,Twitter,-1,@fajaralam9 (Fajar Alam)
rt, prabowo subianto didukung anak cucu jendral sudirman pendiri nu,12/1/2018 23:34,Twitter,-1,@akurkozi (akurkozi)
rt, meneteskan air mata rela,12/1/2018 23:34,Twitter,-1,@Handoko63999 (Handoko)
reply, setuju bang cc,12/1/2018 23:33,Twitter,-1,@yogasap62708502 (yoga saputra)
rt, prabowo subianto didukung anak cucu jendral sudirman pendiri nu,12/1/2018 23:33,Twitter,-1,@Ag_Noegroho (Ag_Noegroho)
rt, jokowi perintahkan mendikbud sederhanakan proses administrasi guru,12/1/2018 23:33,Twitter,-1,@__elsdt (Elsaranghaeyo)
rt, terpilih jokowi,12/1/2018 23:33,Twitter,-1,@MobilButut2019 (ÃƒÂ°Ã‚ÂŸÃ‚Â‘Ã‚Â“)
rt, baiklah terang benderang kaffah memahami benci jokowi biarlah,12/1/2018 23:33,Twitter,-1,@DfarDjafar (Djafar)
rt, andaikan peserta reuniakbar212 mendukung jokowi berbeda ceritanya ya mas,12/1/2018 23:33,Twitter,-1,@WahyuHdytie (WahyoeH)
rt, popularitas jokowi tergerus membiarkan menterinya menyelam kubangan,12/1/2018 23:33,Twitter,-1,@reshadeco (MRP Soerianatanegara)
reply, maklum panik indonesiabarokah jokowilagi,12/1/2018 23:33,Twitter,-1,@lauliasyifal (Syifa Aulia)
reply, urang sunda tea jeung urang dki,12/1/2018 23:33,Twitter,-1,@leoandalusialeo (pejuang cinta)
rt, ahok dimusuhi dianggap china keras,12/1/2018 23:33,Twitter,-1,@bayugintingmun (Bayu Ginting)
rt, ancaman gugatan dilayangkan partai berkarya jurubicara tkn ahmad basarah memancing kemarahan,12/1/2018 23:33,Twitter,-1,@ViantAlexa2 (Viant Antony)
reply, lihat pakde lihat bapak ahok jujur tumbangkan,12/1/2018 23:33,Twitter,-1,@StheBLUES (Soelle Mario Fellix)
rt, nenek sangat pendukung prabowo tidak memilih jokowi,12/1/2018 23:33,Twitter,-1,@joe_Amstroeng (joe Amstroeng)
rt, april mengajak sahabat2ku rakyat indonesia menyoblos jokowi sekian,12/1/2018 23:33,Twitter,-1,@pattymaris (Patty Maris)
rt, presiden bermunculan sayang tidak,12/1/2018 23:33,Twitter,-1,@agung_faysm (Agung YSÃƒÂ¢Ã‚Â„Ã‚Â¢ - PRAGA)
mention, urus saja anak cina hina jokowi tempe takut tidak didanai cukong penghianat,12/1/2018 23:33,Twitter,-1,@Taufan_40 (Taufan DzikriAlhamda)
mention, arahan rizieq syihab alumni batal undang jokowi reuni akbar,12/1/2018 23:33,Twitter,-1,@merdekadotcom (MERDEKA)
rt, ahok dimusuhi dianggap china keras,12/1/2018 23:33,Twitter,-1,@don_glugu (Sabdono)
rt, saya kaum,12/1/2018 23:32,Twitter,-1,@walpurgisnacth ([INTROVERT UNITE! Separately. In our own home])
rt, enak zaman,12/1/2018 23:32,Twitter,-1,@Prasetbaros (goodik)
rt, pembangunan bendungan era jokowi menakjubkan jokowi jokowipresidenku jokowi2periode,12/1/2018 23:32,Twitter,-1,@clararachel5 (clararachel)
rt, bangsa jokowi tidak hadir acara bangsa bangsa,12/1/2018 23:32,Twitter,-1,@kuyabatok (kuyabatok)
rt, bantu retweet manteman perempuan tangguh pilih jokowi,12/1/2018 23:32,Twitter,-1,@hrahp_54m (harahap54m)
rt, prabowo subianto didukung anak cucu jendral sudirman pendiri nu,12/1/2018 23:32,Twitter,-1,@RuriSuhendri (RS - 375  #2019PrabowoPresiden)
rt, jokowi resmikan tol bocimi mangkrak via,12/1/2018 23:32,Twitter,-1,@MadMdden (Madd)
rt, maaf jokowi tidak diundang,12/1/2018 23:32,Twitter,-1,@toranaga3000 (ÃƒÂ£Ã‚ÂƒÃ‚ÂˆÃƒÂ£Ã‚ÂƒÃ‚Â©ÃƒÂ£Ã‚ÂƒÃ‚Â¼ÃƒÂ£Ã‚ÂƒÃ‚ÂŠÃƒÂ£Ã‚Â‚Ã‚Â¬)
reply, guru honorer kali pemerintahannya,12/1/2018 23:32,Twitter,-1,@adtya (Aditya Ari Nugroho)
reply, perang dingin ussr usa,12/1/2018 23:32,Twitter,-1,@padiwyn (Gan Druwo)
rt, presiden bermunculan sayang tidak,12/1/2018 23:32,Twitter,-1,@marSyaheedAS (SBS Young Edupreneur School)
rt, guru profesi mulia diganti mesin secanggih apapun,12/1/2018 23:32,Twitter,-1,@Guzz_AGOEZ (Agoes)
rt, iwan fals ngaku netral jaman orba jokowi keliatan tergusur ngaku netral,12/1/2018 23:32,Twitter,-1,@mei_indriya (Mei Indriya)
rt, menghadiri festival bintang vokalis qasidah jakarta semalam pesatnya kemajuan sains teknologi seni,12/1/2018 23:32,Twitter,-1,@abdrahmn222 (@AbdRahmn)
reply, kepemimpinan pemerintah berupaya mewujudkan pembangunan sektor,12/1/2018 23:32,Twitter,-1,@sitifayuni (Sitifayuni)
reply, kepemimpinan nilai produk domestik bruto sektor pertanian,12/1/2018 23:32,Twitter,-1,@sitifayuni (Sitifayuni)
rt, saya prihatin orang2 enggak puas pemerintah jokowi melacurkan logika nuraninya dengan,12/1/2018 23:32,Twitter,-1,@AdigangAdiguno (Adigang Adigung Adiguno)
rt, pilihan,12/1/2018 23:32,Twitter,-1,@9a68f4266abc43f (Randy Ibrahim)
rt, saudaraku,12/1/2018 23:32,Twitter,-1,@ebes_quotes (EBES #SangPenghempas)
reply, dimana,12/1/2018 23:32,Twitter,-1,@ayyloved_v2 (loved)
rt, habib bahar enggan maaf presiden jokowi,12/1/2018 23:32,Twitter,-1,@MbuCucuiryani60 (mbu cucuiryani60)
mention, rekanjokowi,12/1/2018 23:32,Twitter,-1,@dinanh31 (Dinanh31)
